City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
574,Westport,US,69.06,overcast clouds,41.1415,-73.3579,The Westport Inn
575,Saint-Leu,RE,72.43,clear sky,-21.15,55.2833,La Caz Oceane
576,Halifax,CA,62.69,overcast clouds,44.6453,-63.5724,Hotel Halifax
579,Amahai,ID,79.09,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
580,Balad,IQ,79.05,overcast clouds,34.0164,44.1453,رضاوي زنوبة
581,Robinson,US,87.8,scattered clouds,31.4677,-97.1147,Flat Creek Farms RV Resort
582,Mildmay,CA,67.73,scattered clouds,44.0501,-81.1164,Mildmay's Most Wanted
583,Shenjiamen,CN,77.05,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
588,Polis,CY,67.82,broken clouds,35.0367,32.4264,Marion
589,Senanga,ZM,68.04,clear sky,-16.1167,23.2667,Zango lodge
591,Hualmay,PE,64.08,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
592,San Patricio,US,88.48,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
593,Jiazi,CN,77.59,overcast clouds,22.8779,116.067,Hotel Jin Hao
594,Jalu,LY,72.88,clear sky,29.0331,21.5482,صاحبة الفخامة
595,Isla Vista,US,78.67,haze,34.4133,-119.861,Best Western Plus South Coast Inn
599,Moerai,PF,77.09,light rain,-22.4333,-151.3333,Le Manotel
600,Benguela,AO,73.49,few clouds,-12.5763,13.4055,Hotel Praia Morena
604,Ayame,CI,75.34,moderate rain,5.6083,-3.1563,Hotel Bossan
605,Uige,AO,68.4,overcast clouds,-7.6087,15.0613,Hotel Catraio
609,Raisinghnagar,IN,77.38,clear sky,29.5358,73.4492,LAXMI FAST FOOD AND CATERERS RSNR
611,Wake Forest,US,80.44,clear sky,35.9799,-78.5097,Hampton Inn Raleigh/Town Of Wake Forest
613,Gizo,SB,83.46,light rain,-8.103,156.8419,Imagination Island
614,Puerto El Triunfo,SV,86.92,overcast clouds,13.2833,-88.55,Hotel Jardin
617,Tottori,JP,64.47,scattered clouds,35.5,134.2333,Hotel Monarque Tottori
618,Padang,ID,76.8,overcast clouds,-0.9492,100.3543,Mercure Padang
623,Arang,IN,71.35,broken clouds,21.2,81.9667,Hotel Kunwar Shree
624,Lima,PE,61.39,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
625,Hot Springs,US,84.51,few clouds,34.5037,-93.0552,Embassy Suites by Hilton Hot Springs Hotel & Spa
626,Villa Guerrero,MX,73.44,overcast clouds,18.8667,-99.65,"Ixtapan de la Sal Marriott Hotel, Spa & Convention Center"
629,Am Timan,TD,77.81,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
632,Malibu,US,81.27,clear sky,34.005,-118.8101,Malibu Country Inn
633,Ban Bung,TH,75.81,overcast clouds,18.3081,100.7044,เฮือนวาดเขียน
635,Lahaina,US,87.04,overcast clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
636,Pahrump,US,67.24,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
638,Veinticinco De Mayo,AR,65.05,overcast clouds,-35.4323,-60.1727,Estancia La Rosada
639,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
640,San Policarpo,PH,78.67,overcast clouds,12.1791,125.5072,Agapita M. Nicart
641,Rio Grande,BR,75.31,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
642,Acapulco,MX,85.28,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
643,Port Blair,IN,81.12,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
644,Basco,PH,80.89,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
645,Omboue,GA,77.2,light rain,-1.5746,9.2618,Hotel Olako
647,Huitziltepec,MX,78.71,few clouds,17.8167,-99.4667,Fidelina Garcia
651,Cadillac,US,65.43,scattered clouds,44.2519,-85.4012,"Holiday Inn Express & Suites Cadillac, an IHG Hotel"
652,Sabha,LY,68.36,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
653,San-Pedro,CI,78.08,light rain,4.7485,-6.6363,Hotel Maria
655,Anjozorobe,MG,61.12,broken clouds,-18.4,47.8667,Domaine LE CASTEL Mevatanàna Anjozorobe
656,Filadelfia,US,72.7,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
657,Tautira,PF,84.22,broken clouds,-17.7333,-149.15,Pension Oaoa
658,Lincoln,US,66.65,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
659,Myitkyina,MM,76.3,clear sky,25.3833,97.4,Shwe Phyu Hotel
661,Poum,NC,74.14,clear sky,-20.2333,164.0167,Gîte kajeon
663,Sharjah,AE,87.78,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
665,Bafia,CM,70.43,light rain,4.75,11.2333,Rim touristique hôtel
666,Tupiza,BO,77.67,broken clouds,-21.45,-65.7167,La Torre Hotel
669,Bairiki,KI,82.4,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
671,Kulhudhuffushi,MV,82.42,scattered clouds,6.6221,73.07,Hondaafushi Island Resort
672,Pokhara,NP,68.07,clear sky,28.2333,83.9833,Butterfly Lodge
673,Holetown,BB,84.76,clear sky,13.1867,-59.6381,The Palms Resort
674,Lata,PT,60.06,clear sky,40.1629,-8.3327,Casa Maquia
675,Teahupoo,PF,78.76,overcast clouds,-17.8333,-149.2667,Vanira Lodge
677,Diamantino,BR,88.11,scattered clouds,-14.4086,-56.4461,Hotel Delta
683,Chilca,PE,68.61,broken clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
689,Abu Kamal,SY,74.8,broken clouds,34.4506,40.9171,محطة التلفاز
691,Ormara,PK,79.95,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
692,Forestville,US,75.24,broken clouds,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
693,Biltine,TD,83.84,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
694,Baturaja,ID,74.14,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
695,Sur,OM,79.11,clear sky,22.5667,59.5289,Sur Plaza Hotel
696,Quelimane,MZ,71.15,clear sky,-17.8786,36.8883,Hotel Flamingo
702,Cidreira,BR,67.46,overcast clouds,-30.1811,-50.2056,Hotel Castelo
705,Kalabo,ZM,68.72,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
709,Port-Gentil,GA,78.76,moderate rain,-0.7193,8.7815,Fengshui Residence
711,Alta Gracia,AR,75.88,clear sky,-31.6529,-64.4283,Hotel Ritz
712,Pisco,PE,64.45,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
714,Samana,DO,82.62,light rain,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
